deployment,exp_id,val_id,game_name,game_number,message,passed_count,chain,generation,received_messages,received_from_id,edit_distance
COGSCI21-LIVINGDOC-ITER-FR-1,SJY-aqDgu,HJgtZTqDl_,watergame_v1,9,"You control the dark blue tile. The light blue tiles kill you. You can push around the purple tiles. DO NOT MOVE THEM AGAINST A WALL WHERE YOU CAN'T GET THEM OUT so top, left, or right wall. Once the purple square hits the light blue square, they vanish.You need to destroy the blue squares to access the brown. Main difficulty is making sure the purple squares can always be moved to remove blocking blue squares. In the case of more blue squares than purple be sure to only remove blue tiles blocking your path. ",1,rJRAEgIeO,5,"[""You control the dark blue tile. The light blue tiles kill you. You can push around the purple tiles. DO NOT MOVE THEM AGAINST A WALL WHERE YOU CAN'T GET THEM OUT so top, left, or right wall. Once the purple square hits the light blue square, they vanish.You need to destroy the blue squares to access the brown. Main difficulty is making sure the purple squares can always be moved to remove blocking blue squares. In the case of more blue squares than purple be sure to only remove blue tiles blocking your path. ""]",r14S4Kvxu,0
COGSCI21-LIVINGDOC-ITER-FR-1,rJCdQBdlu,HkxCOXH_xu,explore_exploit_v1,0,The game is fun! Use the arrow keys to move one frame at a time. focus on targets. ,1,rJRAEgIeO,6,"[""The game is fun! Use the arrow keys to move one frame at a time.""]",SJY-aqDgu,19
COGSCI21-LIVINGDOC-ITER-FR-1,rJCdQBdlu,HkxCOXH_xu,preconditions_v1,1,The yellow square on the 2nd level was vey very difficult and confusing .,1,rJRAEgIeO,6,"[""The yellow square on the 2nd level was very difficult.""]",SJY-aqDgu,19
COGSCI21-LIVINGDOC-ITER-FR-1,rJCdQBdlu,HkxCOXH_xu,relational_v1,2,"You control the white square this time and can push around the orange and blue squares. I tried to push those squares next to each other to make a square, but that did not work. You are not able to push multiple blocks together. ",1,rJRAEgIeO,6,"[""You control the white square this time and can push around the orange and blue squares. I tried to push those squares next to each other to make a square, but that did not work.You are not able to push multiple blocks together. ""]",SJY-aqDgu,1
COGSCI21-LIVINGDOC-ITER-FR-1,rJCdQBdlu,HkxCOXH_xu,plaqueattack_v1,3,"The orange squares start following down from the top. They pass through your blue square. When they reach the bottom yellow squares, they turn green. If all of them turn green, you lose. You also don't want 4 green squares if you are on top of the last yellow square - this makes you lose too. You can prevent them from turning green by putting your square directly on top of covering the yellow square (but will lose if you do this when 4 other squares are green!). Move through all the squares to turn them yellow again. Do the same for the red squares in later levels when they turn blue. ",1,rJRAEgIeO,6,"[""The orange squares start following down from the top. They pass through your blue square. When they reach the bottom yellow squares, they turn green. If all of them turn green, you lose. You also don't want 4 green squares if you are on top of the last yellow square - this makes you lose too. You can prevent them from turning green by putting your square directly on top of covering the yellow square (but will lose if you do this when 4 other squares are green!). Move through all the squares to turn them yellow again. Do the same for the red squares in later levels when they turn blue. ""]",SJY-aqDgu,0
COGSCI21-LIVINGDOC-ITER-FR-1,rJCdQBdlu,HkxCOXH_xu,zelda_v1,4,Avoid the moving squares and merge with the others. ,1,rJRAEgIeO,6,"[""Avoid the moving squares and merge with the others. ""]",SJY-aqDgu,0
COGSCI21-LIVINGDOC-ITER-FR-1,rJCdQBdlu,HkxCOXH_xu,sokoban_v1,5,"The goal of the game is to use the blue square to push the green squares into the red spaces. In Level 1, ignore the top right red square. It is impossible to push any green squares into it as you will get stuck. Make sure you don't push the green squares against any spaces/walls where you can no longer get them out. I recommend planning your moves out before pressing start.",1,rJRAEgIeO,6,"[""The goal of the game is to use the blue square to push the green squares into the red spaces. In Level 1, ignore the top right red square. It is impossible to push any green squares into it as you will get stuck. Make sure you don't push the green squares against any spaces/walls where you can no longer get them out. I recommend planning your moves out before pressing start.""]",SJY-aqDgu,0
COGSCI21-LIVINGDOC-ITER-FR-1,rJCdQBdlu,HkxCOXH_xu,avoid_george_v1,6,Avoid hitting the yellow square. When the yellow square touches the green squares they will turn blue. Once all green squares become blue you will lose. You will also lose by hitting the yellow square. Turn squares back to green by hovering over the turned blue squares and hitting the spacebar it may take a couple of tries for the colour to change. The yellow square always goes to the nearest green square so wait for the yellow square to be far enough so that it doesn't come back right away. ,1,rJRAEgIeO,6,"[""Avoid hitting the yellow square. When the yellow square touches the green squares they will turn blue. Once all green squares become blue you will lose. You will also lose by hitting the yellow square. Turn squares back to green by hovering over the turned blue squares and hitting the spacebar it may take a couple of tries for the colour to change. The yellow square always goes to the nearest green square so wait for the yellow square to be far enough so that it doesn't come back right away. ""]",SJY-aqDgu,0
COGSCI21-LIVINGDOC-ITER-FR-1,rJCdQBdlu,HkxCOXH_xu,push_boulders_v1,7,"The objective of the game is to merge your blue square with the yellow square. The dark orange & pink squares will kill you. The light blues just disappear when you pass over them. You can push the green cubes onto the orange to remove them from the board. You can also push the green tiles into the pink tiles, but they are just moved and remain on the board. Make sure you don't move the green tiles into spaces where you get stuck. Make sure there is always an open path. You cannot move multiple green squares together. ",1,rJRAEgIeO,6,"[""The objective of the game is to merge your blue square with the yellow square. The dark orange & pink squares will kill you. The light blues just disappear when you pass over them. You can push the green cubes onto the orange to remove them from the board. You can also push the green tiles into the pink tiles, but they are just moved and remain on the board. Make sure you don't move the green tiles into spaces where you get stuck. Make sure there is always an open path. You cannot move multiple green squares together. ""]",SJY-aqDgu,0
COGSCI21-LIVINGDOC-ITER-FR-1,rJCdQBdlu,HkxCOXH_xu,lemmings_var2_v1,8,The light blue tiles kill you. Nothing else hurts you. The red tiles come out of the purple tile. Using the space bar will eliminate grey squares and create towards blue square will turn them yellow> I think the goal is to get the red squares to travel to the green square by leading them there by removing grey squares or to eliminate all grey squares. ,1,rJRAEgIeO,6,"[""The light blue tiles kill you. Nothing else hurts you. The red tiles come out of the purple tile. Using the space bar will eliminate grey squares and create towards blue square will turn them yellow> I think the goal is to get the red squares to travel to the green square by leading them there by removing grey squares or to eliminate all grey squares. ""]",SJY-aqDgu,0
COGSCI21-LIVINGDOC-ITER-FR-1,rJCdQBdlu,HkxCOXH_xu,watergame_v1,9,"You control the dark blue tile. The light blue tiles kill you. You can push around the purple tiles. DO NOT MOVE THEM AGAINST A WALL WHERE YOU CAN'T GET THEM OUT so top, left, or right wall. Once the purple square hits the light blue square, they vanish.You need to destroy the blue squares to access the brown. Main difficulty is making sure the purple squares can always be moved to remove blocking blue squares. In the case of more blue squares than purple be sure to only remove blue tiles blocking your path. ",1,rJRAEgIeO,6,"[""You control the dark blue tile. The light blue tiles kill you. You can push around the purple tiles. DO NOT MOVE THEM AGAINST A WALL WHERE YOU CAN'T GET THEM OUT so top, left, or right wall. Once the purple square hits the light blue square, they vanish.You need to destroy the blue squares to access the brown. Main difficulty is making sure the purple squares can always be moved to remove blocking blue squares. In the case of more blue squares than purple be sure to only remove blue tiles blocking your path. ""]",SJY-aqDgu,0
COGSCI21-LIVINGDOC-ITER-FR-1,r1S52HOlu,Hyxrc2H_xO,explore_exploit_v1,0,Focus on one color target each level!,0,rJRAEgIeO,7,"[""The game is fun! Use the arrow keys to move one frame at a time. focus on targets. ""]",rJCdQBdlu,65
COGSCI21-LIVINGDOC-ITER-FR-1,r1S52HOlu,Hyxrc2H_xO,preconditions_v1,1,The yellow square on the 2nd level was very confusing. Get the white square first.,0,rJRAEgIeO,7,"[""The yellow square on the 2nd level was vey very difficult and confusing .""]",rJCdQBdlu,32
COGSCI21-LIVINGDOC-ITER-FR-1,r1S52HOlu,Hyxrc2H_xO,relational_v1,2,Use the white square to push blocks around. The goal is to push the blue squares downwards onto the yellow squares. Some levels you have to reveal yellow squares by running into blocks or pushing other colored blocks together.,0,rJRAEgIeO,7,"[""You control the white square this time and can push around the orange and blue squares. I tried to push those squares next to each other to make a square, but that did not work. You are not able to push multiple blocks together. ""]",rJCdQBdlu,141
COGSCI21-LIVINGDOC-ITER-FR-1,r1S52HOlu,Hyxrc2H_xO,plaqueattack_v1,3,"The orange squares start following down from the top. They pass through your blue square. When they reach the bottom yellow squares, they turn green. If all of them turn green, you lose. You also don't want 4 green squares if you are on top of the last yellow square - this makes you lose too. You can prevent them from turning green by putting your square directly on top of covering the yellow square (but will lose if you do this when 4 other squares are green!). Move through all the squares to turn them yellow again. Do the same for the red squares in later levels when they turn blue. You can move where the squares are going to land by moving your blue square.",0,rJRAEgIeO,7,"[""The orange squares start following down from the top. They pass through your blue square. When they reach the bottom yellow squares, they turn green. If all of them turn green, you lose. You also don't want 4 green squares if you are on top of the last yellow square - this makes you lose too. You can prevent them from turning green by putting your square directly on top of covering the yellow square (but will lose if you do this when 4 other squares are green!). Move through all the squares to turn them yellow again. Do the same for the red squares in later levels when they turn blue. ""]",rJCdQBdlu,76
COGSCI21-LIVINGDOC-ITER-FR-1,r1S52HOlu,Hyxrc2H_xO,zelda_v1,4,"Avoid the moving squares and merge with the others. Don't go too fast when close to the moving squares, they're very erratic. ",0,rJRAEgIeO,7,"[""Avoid the moving squares and merge with the others. ""]",rJCdQBdlu,74
COGSCI21-LIVINGDOC-ITER-FR-1,r1S52HOlu,Hyxrc2H_xO,sokoban_v1,5,"The goal of the game is to use the blue square to push the green squares into the red spaces. In Level 1, ignore the top right red square. It is impossible to push any green squares into it as you will get stuck. Make sure you don't push the green squares against any spaces/walls where you can no longer get them out. I recommend planning your moves out before pressing start.",0,rJRAEgIeO,7,"[""The goal of the game is to use the blue square to push the green squares into the red spaces. In Level 1, ignore the top right red square. It is impossible to push any green squares into it as you will get stuck. Make sure you don't push the green squares against any spaces/walls where you can no longer get them out. I recommend planning your moves out before pressing start.""]",rJCdQBdlu,0
COGSCI21-LIVINGDOC-ITER-FR-1,r1S52HOlu,Hyxrc2H_xO,avoid_george_v1,6,Avoid touching the yellow square. When the yellow square touches the green squares they will turn blue. Once all green squares become blue you will lose. Turn squares back to green by hovering over the turned blue squares and hitting the spacebar (it may take a couple of tries for the colour to change). The goal of the game is survive the entire time and to keep as many squares as possible green during the given time. The yellow square always goes to the nearest green square so wait for the yellow square to be far enough so that it doesn't come back right away. ,0,rJRAEgIeO,7,"[""Avoid hitting the yellow square. When the yellow square touches the green squares they will turn blue. Once all green squares become blue you will lose. You will also lose by hitting the yellow square. Turn squares back to green by hovering over the turned blue squares and hitting the spacebar it may take a couple of tries for the colour to change. The yellow square always goes to the nearest green square so wait for the yellow square to be far enough so that it doesn't come back right away. ""]",rJCdQBdlu,173
COGSCI21-LIVINGDOC-ITER-FR-1,r1S52HOlu,Hyxrc2H_xO,push_boulders_v1,7,"The objective of the game is to merge your blue square with the yellow square. The dark orange & pink squares will kill you. The light blues just disappear when you pass over them. You can push the green cubes onto the orange to remove them from the board. You can also push the green tiles into the pink tiles, but they are just moved and remain on the board. Make sure there is always an open path and that you don't move the green tiles into spaces where they will get stuck and block your way. You cannot move multiple green squares together. ",0,rJRAEgIeO,7,"[""The objective of the game is to merge your blue square with the yellow square. The dark orange & pink squares will kill you. The light blues just disappear when you pass over them. You can push the green cubes onto the orange to remove them from the board. You can also push the green tiles into the pink tiles, but they are just moved and remain on the board. Make sure you don't move the green tiles into spaces where you get stuck. Make sure there is always an open path. You cannot move multiple green squares together. ""]",rJCdQBdlu,78
COGSCI21-LIVINGDOC-ITER-FR-1,r1S52HOlu,Hyxrc2H_xO,lemmings_var2_v1,8,"The light blue tiles kill you. Red tiles come out of the purple tile and move on their own to the green tile. Use the spacebar to destroy grey tiles and create a free path for the red tiles to get to the green. Touching the other dark blue tiles will turn them yellow, but once it is yellow it can kill you.",0,rJRAEgIeO,7,"[""The light blue tiles kill you. Nothing else hurts you. The red tiles come out of the purple tile. Using the space bar will eliminate grey squares and create towards blue square will turn them yellow> I think the goal is to get the red squares to travel to the green square by leading them there by removing grey squares or to eliminate all grey squares. ""]",rJCdQBdlu,200
COGSCI21-LIVINGDOC-ITER-FR-1,r1S52HOlu,Hyxrc2H_xO,watergame_v1,9,"You control the dark blue tile and the goal is to reach the brown tile. The light blue tiles kill you. You can push around the purple tiles and use them to destroy the light blue tiles. Once a purple tile hits a light blue tile, they both vanish. Main difficulty is making sure the purple squares can always be moved to remove blocking blue squares. In the case of more blue squares than purple be sure to only remove blue tiles blocking your path. ",0,rJRAEgIeO,7,"[""You control the dark blue tile. The light blue tiles kill you. You can push around the purple tiles. DO NOT MOVE THEM AGAINST A WALL WHERE YOU CAN'T GET THEM OUT so top, left, or right wall. Once the purple square hits the light blue square, they vanish.You need to destroy the blue squares to access the brown. Main difficulty is making sure the purple squares can always be moved to remove blocking blue squares. In the case of more blue squares than purple be sure to only remove blue tiles blocking your path. ""]",rJCdQBdlu,190
COGSCI21-LIVINGDOC-ITER-FR-1,rkfkBeLlO,ryefySlLl_,explore_exploit_v1,0,"In this game, you move as a dark blue square around the map. In the first few levels you have to collect every light blue square to win, and once red squares show up, you only have to collect all the red squares to win. Soon after, levels with dark blue squares will show up, and you only have to collect all dark blue squares to win; however, you might get a higher score if you collect as much red and dark blue squares as possible before collecting a last square of either colour.",1,rkfkBeLlO,0,null,,-1
COGSCI21-LIVINGDOC-ITER-FR-1,rkfkBeLlO,ryefySlLl_,preconditions_v1,1,"In this game, you die upon collecting a green square, and win upon collecting a yellow square. So, in order to avoid a certain death, you must collect a square of another colour (for example, white) before collecting a green square. Squares other than green will be stored in a bar on your blue square, acting like a 1-time shield from green squares. You must collect a square of a different colour every time before you decide to collect a green square.",1,rkfkBeLlO,0,null,,-1
COGSCI21-LIVINGDOC-ITER-FR-1,rkfkBeLlO,ryefySlLl_,sokoban_v1,2,"In this game, you must push all the green squares into the red squares to win the game. It can get a little tricky so you have to be mindful of where you push the green squares into, because once they get stuck in a corner or a wall, there's no way to push them back out. Pushing the green squares into the bottom red square is the safest route because there is more open space on the bottom half of the map and harder to get a green square stuck if you play it right. Good luck, and remember, do not get the green squares stuck into a place that you can't move them again, or else you will have to retry the level and lose a life.",1,rkfkBeLlO,0,null,,-1
COGSCI21-LIVINGDOC-ITER-FR-1,rkfkBeLlO,ryefySlLl_,avoid_george_v1,3,"In this game, you play as the dark blue square and die upon touching the yellow square. Both green squares and yellow squares will move/shake around, but touching a green square doesn't kill you or give you points. You will lose a life if the yellow square touches all the green squares, tainting them a lighter shade of blue.

That is all the information I could gather before I lost both of my lives, and I am unsure of how to beat the game so the rest is up to you to discover. I hope this information helped just a little.",1,rkfkBeLlO,0,null,,-1
COGSCI21-LIVINGDOC-ITER-FR-1,rkfkBeLlO,ryefySlLl_,zelda_v1,4,"In this game, you must avoid the moving squares at all costs, because you will die if you touch one. To beat the level you must collect all the non-moving squares.",1,rkfkBeLlO,0,null,,-1
COGSCI21-LIVINGDOC-ITER-FR-1,rkfkBeLlO,ryefySlLl_,lemmings_var2_v1,5,"In this game, you move as the dark blue square and die if you touch a light blue square. Every other colour square is safe to touch, but none of them did anything and I couldn't figure out how to beat the game so that is all the information I have for you. Good luck.",1,rkfkBeLlO,0,null,,-1
COGSCI21-LIVINGDOC-ITER-FR-1,rkfkBeLlO,ryefySlLl_,push_boulders_v1,6,"In this game, you play as the blue square. You die if you touch a red or green square, and the pink ones are solid so you can't run into them. I am unsure of the light blue squares but I think it's best to avoid them. I am 95% sure that you have to collect the yellow square to win the level, so just try to avoid collecting any square other than yellow, to win the game.",1,rkfkBeLlO,0,null,,-1
COGSCI21-LIVINGDOC-ITER-FR-1,rkfkBeLlO,ryefySlLl_,watergame_v1,7,"In this game, you start as the dark blue square on the bottom right. You will die if you collect a light blue square, so do not run into any of those headfirst. I am assuming that you have to collect a violet square each time before collecting a light blue, so violet squares must act like a shield for light blue squares. At the end you have to collect the brown square to win the game.",1,rkfkBeLlO,0,null,,-1
COGSCI21-LIVINGDOC-ITER-FR-1,rkfkBeLlO,ryefySlLl_,plaqueattack_v1,8,"In this game you play as the dark blue square. Red squares will rain down spawning from the violet squares, and they will touch the yellow squares to turn them green. If all of the yellow squares turn green, you will lose the game. You can touch a green square to turn it back into yellow. I don't know if it is safe to touch the red squares, and I am unsure how to win the game itself, so you will have to figure that out with the help of the information I provided you. Good luck.",1,rkfkBeLlO,0,null,,-1
COGSCI21-LIVINGDOC-ITER-FR-1,rkfkBeLlO,ryefySlLl_,relational_v1,9,"Push all the blue (or red, can't remember) squares into the yellow squares. On later levels there will be no yellow squares, and you will have to push other colour squares into violet (or red) squares to turn them yellow. Do not get any squares stuck into a corner or a wall because there will be no way to push them back out and you will have to forfeit the level.",1,rkfkBeLlO,0,null,,-1
COGSCI21-LIVINGDOC-ITER-FR-1,Hkpr-WUld,Skl6BWZUgO,explore_exploit_v1,0,"In this game, you move as a dark blue square around the map. In order to win you must collect all the squares of a single colour, however light blue squares function as walls. There is no merit to collecting any extra squares.",1,rkfkBeLlO,1,"[""In this game, you move as a dark blue square around the map. In the first few levels you have to collect every light blue square to win, and once red squares show up, you only have to collect all the red squares to win. Soon after, levels with dark blue squares will show up, and you only have to collect all dark blue squares to win; however, you might get a higher score if you collect as much red and dark blue squares as possible before collecting a last square of either colour.""]",rkfkBeLlO,304
COGSCI21-LIVINGDOC-ITER-FR-1,Hkpr-WUld,Skl6BWZUgO,preconditions_v1,1,"In this game, you die upon collecting a green square, and win upon collecting the yellow square. In order to avoid a certain death, you must collect a square of another colour (for example, white) before collecting a green square. Squares other than green will be stored in a bar on your blue square, acting like a 1-time shield from green squares. You may store multiple squares in your bar but only if they are the same colour, squares of other colours will simply disappear.",1,rkfkBeLlO,1,"[""In this game, you die upon collecting a green square, and win upon collecting a yellow square. So, in order to avoid a certain death, you must collect a square of another colour (for example, white) before collecting a green square. Squares other than green will be stored in a bar on your blue square, acting like a 1-time shield from green squares. You must collect a square of a different colour every time before you decide to collect a green square.""]",rkfkBeLlO,90
COGSCI21-LIVINGDOC-ITER-FR-1,Hkpr-WUld,Skl6BWZUgO,sokoban_v1,2,"In this game, you must push all the green squares into the red squares to win the game. You have to be mindful of where you push the green squares into, because once they get stuck in a corner or a wall, there's no way to push them back out without resetting. You may move through and onto the red squares, and a green square cannot be pushed into a space already occupied by another green square.",1,rkfkBeLlO,1,"[""In this game, you must push all the green squares into the red squares to win the game. It can get a little tricky so you have to be mindful of where you push the green squares into, because once they get stuck in a corner or a wall, there's no way to push them back out. Pushing the green squares into the bottom red square is the safest route because there is more open space on the bottom half of the map and harder to get a green square stuck if you play it right. Good luck, and remember, do not get the green squares stuck into a place that you can't move them again, or else you will have to retry the level and lose a life.""]",rkfkBeLlO,292
COGSCI21-LIVINGDOC-ITER-FR-1,Hkpr-WUld,Skl6BWZUgO,avoid_george_v1,3,"In this game, you play as the dark blue square and die upon touching the yellow square, or if all the green squares turn purple. The yellow square will automatically move towards the nearest green square and upon touching it turn it purple, and then proceed to the next green square. You can turn the purple squares back to green by pressing spacebar, which temporarily creates a brown square in the last direction you moved which will turn any purple squares that touch it green. You win by surviving for a set amount of time. A safe strategy is to turn a square green on one side of the map and while the yellow square slowly moves towards it, run to the other side and turn all the purple squares green.",1,rkfkBeLlO,1,"[""In this game, you play as the dark blue square and die upon touching the yellow square. Both green squares and yellow squares will move/shake around, but touching a green square doesn't kill you or give you points. You will lose a life if the yellow square touches all the green squares, tainting them a lighter shade of blue.\n\nThat is all the information I could gather before I lost both of my lives, and I am unsure of how to beat the game so the rest is up to you to discover. I hope this information helped just a little.""]",rkfkBeLlO,409
COGSCI21-LIVINGDOC-ITER-FR-1,Hkpr-WUld,Skl6BWZUgO,zelda_v1,4,In this game you play as a dark blue square. You die if you touch one of the moving squares. In order to win you must first collect the orange square which acts a a key to pick up the green square.,1,rkfkBeLlO,1,"[""In this game, you must avoid the moving squares at all costs, because you will die if you touch one. To beat the level you must collect all the non-moving squares.""]",rkfkBeLlO,126
COGSCI21-LIVINGDOC-ITER-FR-1,Hkpr-WUld,Skl6BWZUgO,lemmings_var2_v1,5,"In this game, you move as the dark blue square and die if you touch a light blue square. The goal is to get all the red squares which spawn from the purple square to the green square. Using the spacebar key will destroy a square in front of you at the cost of 1 level point. You cannot destroy light blue squares. Using the spacebar on a medium blue square will cause it to turn yellow and begin to destroy every grey block on the map. The red squares follow certain paths until reaching a wall or getting destroyed by a light blue square. Watch where the red squares move and then destroy blocks to create a safe path.",1,rkfkBeLlO,1,"[""In this game, you move as the dark blue square and die if you touch a light blue square. Every other colour square is safe to touch, but none of them did anything and I couldn't figure out how to beat the game so that is all the information I have for you. Good luck.""]",rkfkBeLlO,413
COGSCI21-LIVINGDOC-ITER-FR-1,Hkpr-WUld,Skl6BWZUgO,push_boulders_v1,6,"In this game, you play as the blue square. You die if you touch an orange or pink square. You win by collecting the yellow square. Green blocks can be pushed, pushing a green block into an orange or light blue block will destroy it, pushing a green block into a pink block will push the pink block as well. Light blue squares are harmless but serve no benefit either. Be careful not to get stuck by pushing blocks into the wrong space or you will have to restart.",1,rkfkBeLlO,1,"[""In this game, you play as the blue square. You die if you touch a red or green square, and the pink ones are solid so you can't run into them. I am unsure of the light blue squares but I think it's best to avoid them. I am 95% sure that you have to collect the yellow square to win the level, so just try to avoid collecting any square other than yellow, to win the game.""]",rkfkBeLlO,272
COGSCI21-LIVINGDOC-ITER-FR-1,Hkpr-WUld,Skl6BWZUgO,watergame_v1,7,"In this game, you play as the dark blue square. Touching a light blue square will kill you. Pushing a purple square into a light blue square will destroy both. ",1,rkfkBeLlO,1,"[""In this game, you start as the dark blue square on the bottom right. You will die if you collect a light blue square, so do not run into any of those headfirst. I am assuming that you have to collect a violet square each time before collecting a light blue, so violet squares must act like a shield for light blue squares. At the end you have to collect the brown square to win the game.""]",rkfkBeLlO,256
COGSCI21-LIVINGDOC-ITER-FR-1,Hkpr-WUld,Skl6BWZUgO,plaqueattack_v1,8,"In this game you play as the dark blue square. Your goal is to prevent all of your squares from changing colours. Orange squares will go for yellow squares while brown squares will go for red squares. You cannot die. Pressing spacebar will shoot a red square that destroys brown and orange squares. Red or yellow squares that have changed colours can be reverted by touching them. An easy strategy to win is to shoot a line of squares quickly perpendicular to the path of the orange and brown squares, they cannot move fast enough to cross it.",1,rkfkBeLlO,1,"[""In this game you play as the dark blue square. Red squares will rain down spawning from the violet squares, and they will touch the yellow squares to turn them green. If all of the yellow squares turn green, you will lose the game. You can touch a green square to turn it back into yellow. I don't know if it is safe to touch the red squares, and I am unsure how to win the game itself, so you will have to figure that out with the help of the information I provided you. Good luck.""]",rkfkBeLlO,347
COGSCI21-LIVINGDOC-ITER-FR-1,Hkpr-WUld,Skl6BWZUgO,relational_v1,9,"In this game you play as the white square. You cannot die. Your goal is to push all the blue squares into yellow squares. Touching a red square will turn it yellow. Pushing an orange square into a purple square will turn it yellow. Pink squares can be pushed, and will turn orange after being pushed once (functionally identical to orange squares just different appearance at first).",1,rkfkBeLlO,1,"[""Push all the blue (or red, can't remember) squares into the yellow squares. On later levels there will be no yellow squares, and you will have to push other colour squares into violet (or red) squares to turn them yellow. Do not get any squares stuck into a corner or a wall because there will be no way to push them back out and you will have to forfeit the level.""]",rkfkBeLlO,265
COGSCI21-LIVINGDOC-ITER-FR-1,SkULMMUxd,rJx8IzG8l_,explore_exploit_v1,0,"In this game, you move as a dark blue square around the map. In order to win you must collect all the squares of a single colour. This may mean collect all the green squares. However light blue squares function as walls. There is no merit to collecting any extra squares.",1,rkfkBeLlO,2,"[""In this game, you move as a dark blue square around the map. In order to win you must collect all the squares of a single colour, however light blue squares function as walls. There is no merit to collecting any extra squares.""]",Hkpr-WUld,46
COGSCI21-LIVINGDOC-ITER-FR-1,SkULMMUxd,rJx8IzG8l_,preconditions_v1,1,"In this game, you die upon collecting a green square, and win upon collecting the yellow square. In this game you may need to surpass green blocks in order to collect yellow blocks. In order to pass green blocks without dying you must collect another colour to cancel out the green blocks you pass. Squares other than green will be stored in a bar on your blue square, acting like a 1-time shield from green squares. You may store multiple squares in your bar but only if they are the same colour, squares of other colours will simply disappear.",1,rkfkBeLlO,2,"[""In this game, you die upon collecting a green square, and win upon collecting the yellow square. In order to avoid a certain death, you must collect a square of another colour (for example, white) before collecting a green square. Squares other than green will be stored in a bar on your blue square, acting like a 1-time shield from green squares. You may store multiple squares in your bar but only if they are the same colour, squares of other colours will simply disappear.""]",Hkpr-WUld,137
COGSCI21-LIVINGDOC-ITER-FR-1,SkULMMUxd,rJx8IzG8l_,sokoban_v1,2,"In this game, you must push all the green squares into red squares to win the game. You have to be mindful of where you push the green squares as they can get stuck in a corner or a wall, leaving it nearly impossible to push them back out without resetting. You may move through and onto the red squares, and a green square cannot be pushed into a space already occupied by another green square.",1,rkfkBeLlO,2,"[""In this game, you must push all the green squares into the red squares to win the game. You have to be mindful of where you push the green squares into, because once they get stuck in a corner or a wall, there's no way to push them back out without resetting. You may move through and onto the red squares, and a green square cannot be pushed into a space already occupied by another green square.""]",Hkpr-WUld,47
COGSCI21-LIVINGDOC-ITER-FR-1,SkULMMUxd,rJx8IzG8l_,avoid_george_v1,3,"In this game, you play as the dark blue square and die when touching the yellow square, or if all the green squares turn purple. Purple squares occur when yellow square touch green squares. To win, you can turn the purple squares back to green by pressing spacebar, which temporarily creates a brown square in the last direction you moved which will turn any purple squares that touch it green. You win by surviving for a set amount of time given. A safe strategy is to turn a square green on one side of the map and while the yellow square slowly moves towards it, run to the other side and turn all the purple squares green.",1,rkfkBeLlO,2,"[""In this game, you play as the dark blue square and die upon touching the yellow square, or if all the green squares turn purple. The yellow square will automatically move towards the nearest green square and upon touching it turn it purple, and then proceed to the next green square. You can turn the purple squares back to green by pressing spacebar, which temporarily creates a brown square in the last direction you moved which will turn any purple squares that touch it green. You win by surviving for a set amount of time. A safe strategy is to turn a square green on one side of the map and while the yellow square slowly moves towards it, run to the other side and turn all the purple squares green.""]",Hkpr-WUld,123
COGSCI21-LIVINGDOC-ITER-FR-1,SkULMMUxd,rJx8IzG8l_,zelda_v1,4,In this game you play as the dark blue square. You die if you touch one of the moving squares. In order to win you must first collect the orange square FIRST and then the green square.,1,rkfkBeLlO,2,"[""In this game you play as a dark blue square. You die if you touch one of the moving squares. In order to win you must first collect the orange square which acts a a key to pick up the green square.""]",Hkpr-WUld,28
COGSCI21-LIVINGDOC-ITER-FR-1,SkULMMUxd,rJx8IzG8l_,lemmings_var2_v1,5,"In this game, you move as the dark blue square and die if you touch a light blue square. The goal is to get all the red squares which spawn from the purple square to the green square. Using the spacebar key will destroy a square in front of you at the cost of 1 level point. You cannot destroy light blue squares. Using the spacebar on a medium blue square will cause it to turn yellow and begin to destroy every grey block on the map. The red squares follow certain paths until reaching a wall or getting destroyed by the light blue square. Watch where the red squares move and then destroy blocks to create a safe path.",1,rkfkBeLlO,2,"[""In this game, you move as the dark blue square and die if you touch a light blue square. The goal is to get all the red squares which spawn from the purple square to the green square. Using the spacebar key will destroy a square in front of you at the cost of 1 level point. You cannot destroy light blue squares. Using the spacebar on a medium blue square will cause it to turn yellow and begin to destroy every grey block on the map. The red squares follow certain paths until reaching a wall or getting destroyed by a light blue square. Watch where the red squares move and then destroy blocks to create a safe path.""]",Hkpr-WUld,3
COGSCI21-LIVINGDOC-ITER-FR-1,SkULMMUxd,rJx8IzG8l_,push_boulders_v1,6,"In this game, you play as the blue square. You die if you touch an orange or pink square. You win by collecting the yellow square. Green blocks can be pushed to help you get to the yellow square, pushing a green block into an orange or light blue block will destroy it, pushing a green block into a pink block will push the pink block as well. Light blue squares are harmless but serve no benefit either. Be careful not to get stuck by pushing blocks into the wrong space or you will have to restart.",1,rkfkBeLlO,2,"[""In this game, you play as the blue square. You die if you touch an orange or pink square. You win by collecting the yellow square. Green blocks can be pushed, pushing a green block into an orange or light blue block will destroy it, pushing a green block into a pink block will push the pink block as well. Light blue squares are harmless but serve no benefit either. Be careful not to get stuck by pushing blocks into the wrong space or you will have to restart.""]",Hkpr-WUld,37
